Date,Value
03-02-2015,45.2
02-27-2015,45.27
02-26-2015,45.8
02-25-2015,46.3
02-24-2015,46.06
02-23-2015,45.77
02-20-2015,45.84
02-19-2015,46.1
02-18-2015,45.1
02-17-2015,45.03
02-13-2015,45.77
02-12-2015,46.17
02-11-2015,46.91
02-10-2015,46.11
02-09-2015,46.46
02-06-2015,48.25
02-05-2015,48.26
02-04-2015,48.57
02-03-2015,48.44
02-02-2015,48.31
01-30-2015,49.35
01-29-2015,48.64
01-28-2015,49.21
01-27-2015,48.99
01-26-2015,49.1
01-23-2015,49.16
01-22-2015,49.34
01-21-2015,48.69
01-20-2015,48.76
01-16-2015,48.18
01-15-2015,47.89
01-14-2015,47.4
01-13-2015,47.52
01-12-2015,47.43
01-09-2015,47.69
01-08-2015,47.63
01-07-2015,47.18
01-06-2015,46.88
01-05-2015,47.6
01-02-2015,47.67
12-31-2014,48.21
12-30-2014,49.07
12-29-2014,48.58
12-26-2014,47.95
12-24-2014,47.0
12-23-2014,46.71
12-22-2014,46.99
12-19-2014,46.96
12-18-2014,46.5
12-17-2014,45.63
12-16-2014,45.45
12-15-2014,46.02
12-12-2014,46.24
12-11-2014,45.75
12-10-2014,46.45
12-09-2014,45.97
12-08-2014,45.87
